instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,last_modified
3745,2011-06-09,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22.0,131,153,2023-03-23 02:00:13.197726
3746,2011-06-09,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15.0,82,97,2023-03-23 02:00:13.197726
3747,2011-06-10,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8.0,61,69,2023-03-23 02:00:13.197726
3748,2011-06-10,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5.0,18,23,2023-03-23 02:00:13.197726
3749,2011-06-10,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6.0,7,13,2023-03-23 02:00:13.197726
3750,2011-06-10,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3.0,3,6,2023-03-23 02:00:13.197726
3751,2011-06-10,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0.0,4,4,2023-03-23 02:00:13.197726
3752,2011-06-10,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0.0,28,28,2023-03-23 02:00:13.197726
3753,2011-06-10,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10.0,94,104,2023-03-23 02:00:13.197726
3754,2011-06-10,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25.0,242,267,2023-03-23 02:00:13.197726
3755,2011-06-10,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29.0,423,452,2023-03-23 02:00:13.197726
3756,2011-06-10,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37.0,176,213,2023-03-23 02:00:13.197726
3757,2011-06-10,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23.0,88,111,2023-03-23 02:00:13.197726
3758,2011-06-10,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46.0,107,153,2023-03-23 02:00:13.197726
3759,2011-06-10,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40.0,167,207,2023-03-23 02:00:13.197726
3760,2011-06-10,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40.0,149,189,2023-03-23 02:00:13.197726
3761,2011-06-10,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44.0,121,165,2023-03-23 02:00:13.197726
3762,2011-06-10,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49.0,163,212,2023-03-23 02:00:13.197726
3763,2011-06-10,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46.0,239,285,2023-03-23 02:00:13.197726
3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63.0,454,517,2023-03-23 02:00:13.197726
3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96.0,367,463,2023-03-23 02:00:13.197726
3766,2011-06-10,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61.0,245,306,2023-03-23 02:00:13.197726
3767,2011-06-10,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53.0,197,250,2023-03-23 02:00:13.197726
3768,2011-06-10,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55.0,163,218,2023-03-23 02:00:13.197726
3769,2011-06-10,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40.0,145,185,2023-03-23 02:00:13.197726
3770,2011-06-10,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36.0,110,146,2023-03-23 02:00:13.197726
3771,2011-06-11,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28.0,89,117,2023-03-23 02:00:13.197726
3772,2011-06-11,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10.0,67,77,2023-03-23 02:00:13.197726
3773,2011-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10.0,50,60,2023-03-23 02:00:13.197726
3774,2011-06-11,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10.0,18,28,2023-03-23 02:00:13.197726
3775,2011-06-11,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4.0,9,13,2023-03-23 02:00:13.197726
3776,2011-06-11,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4.0,12,16,2023-03-23 02:00:13.197726
3777,2011-06-11,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9.0,31,40,2023-03-23 02:00:13.197726
3778,2011-06-11,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,18.0,50,68,2023-03-23 02:00:13.197726
3779,2011-06-11,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32.0,111,143,2023-03-23 02:00:13.197726
3780,2011-06-11,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59.0,171,230,2023-03-23 02:00:13.197726
3781,2011-06-11,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91.0,173,264,2023-03-23 02:00:13.197726
3782,2011-06-11,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110.0,215,325,2023-03-23 02:00:13.197726
3783,2011-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112.0,235,347,2023-03-23 02:00:13.197726
3784,2011-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150.0,237,387,2023-03-23 02:00:13.197726
3785,2011-06-11,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148.0,232,380,2023-03-23 02:00:13.197726
3786,2011-06-11,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142.0,232,374,2023-03-23 02:00:13.197726
3787,2011-06-11,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,169.0,225,394,2023-03-23 02:00:13.197726
3788,2011-06-11,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147.0,190,337,2023-03-23 02:00:13.197726
3789,2011-06-11,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131.0,155,286,2023-03-23 02:00:13.197726
3790,2011-06-11,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97.0,167,264,2023-03-23 02:00:13.197726
3791,2011-06-11,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95.0,180,275,2023-03-23 02:00:13.197726
3792,2011-06-11,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76.0,144,220,2023-03-23 02:00:13.197726
3793,2011-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53.0,137,190,2023-03-23 02:00:13.197726
3794,2011-06-11,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24.0,107,131,2023-03-23 02:00:13.197726
3795,2011-06-12,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19.0,100,119,2023-03-23 02:00:13.197726
3796,2011-06-12,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19.0,74,93,2023-03-23 02:00:13.197726
3797,2011-06-12,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9.0,57,66,2023-03-23 02:00:13.197726
3798,2011-06-12,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8.0,20,28,2023-03-23 02:00:13.197726
3799,2011-06-12,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8.0,6,14,2023-03-23 02:00:13.197726
3800,2011-06-12,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5.0,5,10,2023-03-23 02:00:13.197726
3801,2011-06-12,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5.0,9,14,2023-03-23 02:00:13.197726
3802,2011-06-12,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7.0,27,34,2023-03-23 02:00:13.197726
3803,2011-06-12,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28.0,64,92,2023-03-23 02:00:13.197726
3804,2011-06-12,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75.0,107,182,2023-03-23 02:00:13.197726
3805,2011-06-12,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120.0,191,311,2023-03-23 02:00:13.197726
3806,2011-06-12,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131.0,236,367,2023-03-23 02:00:13.197726
3807,2011-06-12,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176.0,244,420,2023-03-23 02:00:13.197726
3808,2011-06-12,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109.0,264,373,2023-03-23 02:00:13.197726
3809,2011-06-12,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96.0,219,315,2023-03-23 02:00:13.197726
3810,2011-06-12,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142.0,218,360,2023-03-23 02:00:13.197726
3811,2011-06-12,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115.0,235,350,2023-03-23 02:00:13.197726
3812,2011-06-12,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94.0,158,252,2023-03-23 02:00:13.197726
3813,2011-06-12,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69.0,187,256,2023-03-23 02:00:13.197726
3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67.0,156,223,2023-03-23 02:00:13.197726
3815,2011-06-12,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62.0,144,206,2023-03-23 02:00:13.197726
3816,2011-06-12,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39.0,101,140,2023-03-23 02:00:13.197726
3817,2011-06-12,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31.0,97,128,2023-03-23 02:00:13.197726
3818,2011-06-12,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33.0,74,107,2023-03-23 02:00:13.197726
3819,2011-06-13,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8.0,20,28,2023-03-23 02:00:13.197726
3820,2011-06-13,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6.0,10,16,2023-03-23 02:00:13.197726
3821,2011-06-13,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2.0,8,10,2023-03-23 02:00:13.197726
3822,2011-06-13,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1.0,6,7,2023-03-23 02:00:13.197726
3823,2011-06-13,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1.0,3,4,2023-03-23 02:00:13.197726
3824,2011-06-13,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2.0,27,29,2023-03-23 02:00:13.197726
3825,2011-06-13,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7.0,98,105,2023-03-23 02:00:13.197726
3826,2011-06-13,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26.0,302,328,2023-03-23 02:00:13.197726
3827,2011-06-13,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44.0,432,476,2023-03-23 02:00:13.197726
3828,2011-06-13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35.0,189,224,2023-03-23 02:00:13.197726
3829,2011-06-13,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38.0,80,118,2023-03-23 02:00:13.197726
3830,2011-06-13,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53.0,106,159,2023-03-23 02:00:13.197726
3831,2011-06-13,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35.0,161,196,2023-03-23 02:00:13.197726
3832,2011-06-13,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53.0,174,227,2023-03-23 02:00:13.197726
3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55.0,145,200,2023-03-23 02:00:13.197726
3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58.0,127,185,2023-03-23 02:00:13.197726
3835,2011-06-13,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64.0,262,326,2023-03-23 02:00:13.197726
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72.0,529,601,2023-03-23 02:00:13.197726
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76.0,510,586,2023-03-23 02:00:13.197726
3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75.0,348,423,2023-03-23 02:00:13.197726
3839,2011-06-13,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78.0,253,331,2023-03-23 02:00:13.197726
3840,2011-06-13,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40.0,178,218,2023-03-23 02:00:13.197726
3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20.0,114,134,2023-03-23 02:00:13.197726
3842,2011-06-13,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14.0,75,89,2023-03-23 02:00:13.197726
3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13.0,18,31,2023-03-23 02:00:13.197726
3844,2011-06-14,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3.0,10,13,2023-03-23 02:00:13.197726
3845,2011-06-14,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2.0,8,10,2023-03-23 02:00:13.197726
3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1.0,1,2,2023-03-23 02:00:13.197726
3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0.0,3,3,2023-03-23 02:00:13.197726
3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3.0,23,26,2023-03-23 02:00:13.197726
3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6.0,107,113,2023-03-23 02:00:13.197726
3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19.0,346,365,2023-03-23 02:00:13.197726
3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45.0,441,486,2023-03-23 02:00:13.197726
3852,2011-06-14,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19.0,174,193,2023-03-23 02:00:13.197726
3853,2011-06-14,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33.0,97,130,2023-03-23 02:00:13.197726
3854,2011-06-14,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40.0,103,143,2023-03-23 02:00:13.197726
3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30.0,139,169,2023-03-23 02:00:13.197726
3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33.0,176,209,2023-03-23 02:00:13.197726
3857,2011-06-14,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41.0,118,159,2023-03-23 02:00:13.197726
3858,2011-06-14,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42.0,136,178,2023-03-23 02:00:13.197726
3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51.0,279,330,2023-03-23 02:00:13.197726
3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85.0,484,569,2023-03-23 02:00:13.197726
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65.0,473,538,2023-03-23 02:00:13.197726
3862,2011-06-14,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51.0,335,386,2023-03-23 02:00:13.197726
3863,2011-06-14,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60.0,237,297,2023-03-23 02:00:13.197726
3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37.0,206,243,2023-03-23 02:00:13.197726
3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29.0,159,188,2023-03-23 02:00:13.197726
3866,2011-06-14,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19.0,91,110,2023-03-23 02:00:13.197726
3867,2011-06-15,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8.0,44,52,2023-03-23 02:00:13.197726
3868,2011-06-15,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0.0,14,14,2023-03-23 02:00:13.197726
3869,2011-06-15,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0.0,9,9,2023-03-23 02:00:13.197726
3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0.0,1,1,2023-03-23 02:00:13.197726
3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0.0,4,4,2023-03-23 02:00:13.197726
3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1.0,20,21,2023-03-23 02:00:13.197726
3873,2011-06-15,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11.0,110,121,2023-03-23 02:00:13.197726
3874,2011-06-15,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22.0,348,370,2023-03-23 02:00:13.197726
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53.0,445,498,2023-03-23 02:00:13.197726
3876,2011-06-15,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,22.0,185,207,2023-03-23 02:00:13.197726
3877,2011-06-15,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,27.0,108,135,2023-03-23 02:00:13.197726
3878,2011-06-15,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49.0,115,164,2023-03-23 02:00:13.197726
3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33.0,178,211,2023-03-23 02:00:13.197726
3880,2011-06-15,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43.0,146,189,2023-03-23 02:00:13.197726
3881,2011-06-15,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,50.0,128,178,2023-03-23 02:00:13.197726
3882,2011-06-15,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33.0,131,164,2023-03-23 02:00:13.197726
3883,2011-06-15,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47.0,265,312,2023-03-23 02:00:13.197726
3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83.0,555,638,2023-03-23 02:00:13.197726
3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,80.0,527,607,2023-03-23 02:00:13.197726
3886,2011-06-15,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54.0,362,416,2023-03-23 02:00:13.197726
3887,2011-06-15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57.0,273,330,2023-03-23 02:00:13.197726
3888,2011-06-15,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48.0,209,257,2023-03-23 02:00:13.197726
3889,2011-06-15,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,31.0,144,175,2023-03-23 02:00:13.197726
3890,2011-06-15,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,17.0,90,107,2023-03-23 02:00:13.197726
3891,2011-06-16,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,9.0,38,47,2023-03-23 02:00:13.197726
3892,2011-06-16,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,4.0,13,17,2023-03-23 02:00:13.197726
3893,2011-06-16,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1.0,4,5,2023-03-23 02:00:13.197726
3894,2011-06-16,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,0.0,4,4,2023-03-23 02:00:13.197726
3895,2011-06-16,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,0.0,6,6,2023-03-23 02:00:13.197726
3896,2011-06-16,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194,7.0,18,25,2023-03-23 02:00:13.197726
3897,2011-06-16,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8.0,104,112,2023-03-23 02:00:13.197726
3898,2011-06-16,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,16.0,172,188,2023-03-23 02:00:13.197726
3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24.0,364,388,2023-03-23 02:00:13.197726
3900,2011-06-16,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29.0,232,261,2023-03-23 02:00:13.197726
3901,2011-06-16,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18.0,103,121,2023-03-23 02:00:13.197726
3902,2011-06-16,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,33.0,117,150,2023-03-23 02:00:13.197726
3903,2011-06-16,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41.0,165,206,2023-03-23 02:00:13.197726
3904,2011-06-16,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,37.0,114,151,2023-03-23 02:00:13.197726
3905,2011-06-16,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,39.0,114,153,2023-03-23 02:00:13.197726
3906,2011-06-16,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,32.0,127,159,2023-03-23 02:00:13.197726
3907,2011-06-16,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194,36.0,258,294,2023-03-23 02:00:13.197726
3908,2011-06-16,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42.0,230,272,2023-03-23 02:00:13.197726
3909,2011-06-16,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26.0,299,325,2023-03-23 02:00:13.197726
3910,2011-06-16,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,58.0,269,327,2023-03-23 02:00:13.197726
3911,2011-06-16,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25.0,176,201,2023-03-23 02:00:13.197726
3912,2011-06-16,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,34.0,154,188,2023-03-23 02:00:13.197726
3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24.0,127,151,2023-03-23 02:00:13.197726
3914,2011-06-16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2.0,14,16,2023-03-23 02:00:13.197726
3915,2011-06-17,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,3.0,21,24,2023-03-23 02:00:13.197726
3916,2011-06-17,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4.0,19,23,2023-03-23 02:00:13.197726
3917,2011-06-17,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2.0,11,13,2023-03-23 02:00:13.197726
3918,2011-06-17,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1.0,5,6,2023-03-23 02:00:13.197726
3919,2011-06-17,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1.0,5,6,2023-03-23 02:00:13.197726
3920,2011-06-17,2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,1.0,12,13,2023-03-23 02:00:13.197726
3921,2011-06-17,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,8.0,89,97,2023-03-23 02:00:13.197726
3922,2011-06-17,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,25.0,225,250,2023-03-23 02:00:13.197726
3923,2011-06-17,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,28.0,426,454,2023-03-23 02:00:13.197726
3924,2011-06-17,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194,28.0,196,224,2023-03-23 02:00:13.197726
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44.0,126,170,2023-03-23 02:00:13.197726
3926,2011-06-17,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43.0,138,181,2023-03-23 02:00:13.197726
3927,2011-06-17,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49.0,194,243,2023-03-23 02:00:13.197726
3928,2011-06-17,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48.0,156,204,2023-03-23 02:00:13.197726
3929,2011-06-17,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194,73.0,142,215,2023-03-23 02:00:13.197726
3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,62.0,181,243,2023-03-23 02:00:13.197726
3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69.0,286,355,2023-03-23 02:00:13.197726
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194,85.0,467,552,2023-03-23 02:00:13.197726
3933,2011-06-17,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,62.0,388,450,2023-03-23 02:00:13.197726
3934,2011-06-17,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53.0,275,328,2023-03-23 02:00:13.197726
3935,2011-06-17,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40.0,192,232,2023-03-23 02:00:13.197726
3936,2011-06-17,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,49.0,159,208,2023-03-23 02:00:13.197726
3937,2011-06-17,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48.0,127,175,2023-03-23 02:00:13.197726
3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37.0,141,178,2023-03-23 02:00:13.197726
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21.0,83,104,2023-03-23 02:00:13.197726
3940,2011-06-18,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,15.0,80,95,2023-03-23 02:00:13.197726
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16.0,37,53,2023-03-23 02:00:13.197726
3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4.0,16,20,2023-03-23 02:00:13.197726
3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1.0,4,5,2023-03-23 02:00:13.197726
3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,1.0,6,7,2023-03-23 02:00:13.197726
3945,2011-06-18,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9.0,18,27,2023-03-23 02:00:13.197726
3946,2011-06-18,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12.0,45,57,2023-03-23 02:00:13.197726
3947,2011-06-18,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,28.0,103,131,2023-03-23 02:00:13.197726
3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62.0,156,218,2023-03-23 02:00:13.197726
3949,2011-06-18,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,68.0,176,244,2023-03-23 02:00:13.197726
